"","x"
"8993","Cd4"
"8994","Gli2"
"8995","Pnlip"
"8996","Abcc12"
"8997","Abca13"
"8998","Pde8a"
"8999","Slc15a1"
"9000","Slc45a2"
"9001","Lgsn"
"9002","Foxa1"
"9003","Treh"
"9004","Vsx1"
"9005","Tex19.1"
"9006","Pglyrp4"
"9007","Cpa4"
"9008","Il17rb"
"9009","Dnase1l3"
"9010","Dusp27"
"9011","Itgb2l"
"9012","Lhcgr"
"9013","Hrh4"
"9014","Tlr5"
"9015","Tax1bp1"
"9016","Gpd2"
"9017","Ube3a"
"9018","Scn2b"
"9019","Braf"
"9020","Prkca"
"9021","Azin1"
"9022","Gucy1b3"
"9023","Pex5l"
"9024","Chrd"
"9025","Anapc16"
"9026","Blcap"
"9027","Mmp17"
"9028","Pnn"
"9029","Cep19"
"9030","Ube3c"
"9031","Bag4"
"9032","Arhgap5"
"9033","Asic2"
"9034","Creb3"
"9035","Acp2"
"9036","Sgip1"
"9037","Rtfdc1"
"9038","Pip4k2c"
"9039","Ngef"
"9040","Sppl2a"
"9041","Pik3ca"
"9042","Fgfr1"
"9043","Vopp1"
"9044","Atp13a3"
"9045","Slitrk1"
"9046","Impad1"
"9047","Mllt10"
"9048","Tnrc6a"
"9049","Gbf1"
"9050","Tbc1d14"
"9051","Smchd1"
"9052","Ube2j1"
"9053","Svip"
"9054","Mkl1"
"9055","Kcnc2"
"9056","Lypla2"
"9057","Kbtbd7"
"9058","Bhlhe22"
"9059","Ifnar1"
"9060","Paip1"
"9061","Daglb"
"9062","Nol8"
"9063","Ap3b1"
"9064","Asrgl1"
"9065","Rrn3"
"9066","Ints3"
"9067","Trmt1"
"9068","Klhl8"
"9069","Ythdc2"
"9070","Clpb"
"9071","Tiam1"
"9072","Celf3"
"9073","Agk"
"9074","Igsf21"
"9075","Rnf111"
"9076","Slit3"
"9077","Ypel1"
"9078","Kdm3b"
"9079","Sfmbt1"
"9080","Ptpn23"
"9081","Prrt3"
"9082","Sphk2"
"9083","Pwp1"
"9084","Zfp180"
"9085","Zfp941"
"9086","Elac1"
"9087","Hipk2"
"9088","Pdk2"
"9089","Slc7a6"
"9090","Ccdc91"
"9091","Imp4"
"9092","Gpr101"
"9093","Smyd4"
"9094","Zbtb22"
"9095","Flot2"
"9096","Cyp7b1"
"9097","Xrcc6"
"9098","Fnip2"
"9099","Jmjd4"
"9100","Recql5"
"9101","Plekhg1"
"9102","Zfp790"
"9103","Git2"
"9104","Gcc1"
"9105","Pot1a"
"9106","Diras1"
"9107","Phtf2"
"9108","Vars2"
"9109","Ccne1"
"9110","Zfp710"
"9111","Zfp703"
"9112","Hapln1"
"9113","Zfp358"
"9114","Adal"
"9115","Gm13446"
"9116","Crispld1"
"9117","Tmem8"
"9118","Ptpn4"
"9119","Tjp2"
"9120","Lbh"
"9121","Klf15"
"9122","Adpgk"
"9123","Reep6"
"9124","Notch1"
"9125","Atp8a2"
"9126","Cdh9"
"9127","Grin2c"
"9128","Vwa5a"
"9129","Rbm15"
"9130","Mcm6"
"9131","Usp6nl"
"9132","Oca2"
"9133","Cdh20"
"9134","Taf6l"
"9135","Eppk1"
"9136","Pbx3"
"9137","Zfp768"
"9138","Ccdc96"
"9139","Ccrl2"
"9140","P2ry13"
"9141","Nxph1"
"9142","Nfatc1"
"9143","Pipox"
"9144","Lyn"
"9145","Prr16"
"9146","Dsc3"
"9147","Slc16a12"
"9148","Car8"
"9149","Rhpn2"
"9150","Oprd1"
"9151","Sdc1"
"9152","Slc27a5"
"9153","P2ry1"
"9154","Wif1"
"9155","Emilin2"
"9156","Hipk4"
"9157","Spdl1"
"9158","Draxin"
"9159","Car9"
"9160","Veph1"
"9161","Adora2a"
"9162","Ptpn22"
"9163","Tdrd1"
"9164","Gm21284"
"9165","Rbm44"
"9166","Col9a2"
"9167","Tekt4"
"9168","Mlph"
"9169","Uroc1"
"9170","Olfr70"
"9171","Slc30a2"
"9172","Gadl1"
"9173","Ccl22"
"9174","Nxpe5"
"9175","Galnt15"
"9176","Mroh6"
"9177","Grid2ip"
"9178","Mybpc2"
"9179","Neu2"
"9180","Sh3rf2"
"9181","Vwde"
"9182","Antxr2"
"9183","Timd4"
"9184","Slc35d3"
"9185","Fer1l4"
"9186","Clec3a"
"9187","Cpn1"
"9188","Hgd"
"9189","Rhd"
"9190","Lhx8"
"9191","Actrt2"
"9192","Zfand5"
"9193","Nudt3"
"9194","Dynll2"
"9195","Nfe2l1"
"9196","Lrp1"
"9197","Cap2"
"9198","Add1"
"9199","Tardbp"
"9200","Peg3"
"9201","Plxna4"
"9202","Cds1"
"9203","Fam168b"
"9204","Tsnax"
"9205","Psd"
"9206","Tnks2"
"9207","Vldlr"
"9208","Smc1a"
"9209","Fbxo11"
"9210","Copb1"
"9211","Klhl9"
"9212","Slc30a3"
"9213","Smarca1"
"9214","Evi5"
"9215","Strip1"
"9216","Ddx18"
"9217","Slc27a4"
"9218","Camk2g"
"9219","Rims2"
"9220","Cers1"
"9221","Fto"
"9222","Ap1g1"
"9223","Nr2f2"
"9224","Poldip2"
"9225","Cxxc5"
"9226","Asah1"
"9227","Anapc2"
"9228","Ddx55"
"9229","Palm"
"9230","Zfyve27"
"9231","Pi4k2a"
"9232","Mum1"
"9233","Lrfn5"
"9234","Atp6v0a2"
"9235","Rasa2"
"9236","Fam171a2"
"9237","Il34"
"9238","Ankib1"
"9239","Eif1ad"
"9240","Csnk2a2"
"9241","Slc4a4"
"9242","Stard3"
"9243","Ubfd1"
"9244","Rhobtb2"
"9245","Sin3a"
"9246","Ccdc177"
"9247","Pomgnt2"
"9248","Mb21d2"
"9249","Riok2"
"9250","Tet1"
"9251","Mfn1"
"9252","Scrn1"
"9253","Zcchc2"
"9254","Tmem62"
"9255","Fpgt"
"9256","Ttc26"
"9257","Dcbld1"
"9258","Zfp182"
"9259","Cdc73"
"9260","Elovl2"
"9261","Wrap53"
"9262","Slc27a1"
"9263","Rasgrf2"
"9264","Dhx29"
"9265","Tti1"
"9266","Ccdc71"
"9267","Otud5"
"9268","St6galnac3"
"9269","Wnt9a"
"9270","Sox2"
"9271","Thada"
"9272","Ankrd54"
"9273","Tnpo1"
"9274","Spryd4"
"9275","Robo3"
"9276","Plxnb1"
"9277","Strn"
"9278","Ficd"
"9279","Pgap3"
"9280","Ccdc120"
"9281","Trabd"
"9282","Sdr42e1"
"9283","Sco1"
"9284","Gpr62"
"9285","Sh3pxd2b"
"9286","Ocln"
"9287","Dtx3l"
"9288","Cacng5"
"9289","Zfp647"
"9290","Hdx"
"9291","Ackr2"
"9292","Nqo1"
"9293","Fam46a"
"9294","Slitrk6"
"9295","Fzd9"
"9296","Shroom1"
"9297","E2f1"
"9298","Obscn"
"9299","Cep72"
"9300","Tmem241"
"9301","Frrs1"
"9302","Cdh19"
"9303","Lair1"
"9304","Dbf4"
"9305","Gck"
"9306","Ehhadh"
"9307","Otogl"
"9308","Kcnk13"
"9309","Mavs"
"9310","Agmo"
"9311","A430090l17rik"
"9312","Cftr"
"9313","Sgcz"
"9314","Chrna3"
"9315","Tmc8"
"9316","Myom2"
"9317","Irf7"
"9318","Tnfsf13b"
"9319","Scn4a"
"9320","Pcsk9"
"9321","Irs3"
"9322","Agpat2"
"9323","Bb123696"
"9324","Gimap5"
"9325","Angpt4"
"9326","Lmod3"
"9327","Plekhs1"
"9328","Tmprss2"
"9329","Hspb7"
"9330","Otoa"
"9331","Tead4"
"9332","Sox30"
"9333","Prlhr"
"9334","Mmp19"
"9335","Tbx4"
"9336","Adad2"
"9337","Fmo3"
"9338","Abcg8"
"9339","Slc39a4"
"9340","Ctnna3"
"9341","Aqp8"
"9342","Ocstamp"
"9343","Tlr11"
"9344","Pla2g2f"
"9345","Phldb3"
"9346","Dcstamp"
"9347","Chd5"
"9348","Gng2"
"9349","Wbp2"
"9350","Pacsin1"
"9351","Spop"
"9352","Stxbp5"
"9353","Lin7a"
"9354","Tmod3"
"9355","Madd"
"9356","Slc6a17"
"9357","M6pr"
"9358","Ndrg1"
"9359","Slc4a7"
"9360","Prkcz"
"9361","Fam120a"
"9362","Mgat3"
"9363","Rhbdd2"
"9364","Ndel1"
"9365","Pcyt2"
"9366","Dzank1"
"9367","Odf2"
"9368","Zbtb7a"
"9369","Asap2"
"9370","Actr1b"
"9371","Rab5c"
"9372","Trim3"
"9373","Snx17"
"9374","Slc35f1"
"9375","Lurap1l"
"9376","Ralgds"
"9377","Baz2a"
"9378","Mta1"
"9379","Zfp385b"
"9380","Dusp7"
"9381","Cul4b"
"9382","Alad"
"9383","Cherp"
"9384","Gnaz"
"9385","Mtfr1l"
"9386","Cpeb2"
"9387","Dnal4"
"9388","Ivd"
"9389","Pak2"
"9390","Rxrb"
"9391","Wls"
"9392","Csad"
"9393","Vezf1"
"9394","Slc35e1"
"9395","Zbtb43"
"9396","Rngtt"
"9397","Apc2"
"9398","Rph3a"
"9399","Psen2"
"9400","Osbpl9"
"9401","Clcn7"
"9402","Ccdc148"
"9403","Clpx"
"9404","Arfip2"
"9405","Gga2"
"9406","Bmpr1a"
"9407","Comtd1"
"9408","Unc5c"
"9409","Gpr12"
"9410","Ptpn9"
"9411","Cd2ap"
"9412","Ercc6"
"9413","Ccnk"
"9414","Prokr2"
"9415","Adck2"
"9416","Cerk"
"9417","Otud7a"
"9418","Atpaf1"
"9419","Cmpk2"
"9420","Csdc2"
"9421","Shf"
"9422","Tox"
"9423","Grb10"
"9424","Gtf2ird1"
"9425","Abcb9"
"9426","Clmp"
"9427","Trmt61a"
"9428","Tagln2"
"9429","Ints5"
"9430","E2f4"
"9431","Pan2"
"9432","Reln"
"9433","Ttbk1"
"9434","Poc1a"
"9435","Fam124a"
"9436","Tmc7"
"9437","Osbpl5"
"9438","Nr2c1"
"9439","Man2b2"
"9440","Fank1"
"9441","Bach1"
"9442","Ppp1r26"
"9443","Arrdc2"
"9444","Dse"
"9445","Casz1"
"9446","Mrc1"
"9447","Baiap3"
"9448","Rhov"
"9449","Ghdc"
"9450","Hmox1"
"9451","Rfx4"
"9452","Phka1"
"9453","Hkdc1"
"9454","Pced1b"
"9455","Prelp"
"9456","Rel"
"9457","Sorbs3"
"9458","Mre11a"
"9459","Aoc2"
"9460","Asah2"
"9461","Sox17"
"9462","Apcdd1"
"9463","Notch3"
"9464","Ccdc13"
"9465","Slc25a24"
"9466","Dnah8"
"9467","Fam149a"
"9468","Rps6ka1"
"9469","Chrna1"
"9470","Cmah"
"9471","Gucy2e"
"9472","Hrh2"
"9473","Cdc14a"
"9474","Gm6588"
"9475","Nox4"
"9476","Syde1"
"9477","Kcna3"
"9478","Fmod"
"9479","Prickle3"
"9480","Ddx60"
"9481","Mvp"
"9482","Elmo3"
"9483","Pde3a"
"9484","Pp2d1"
"9485","Lrrc32"
"9486","Scn5a"
"9487","Col4a4"
"9488","Slc12a1"
"9489","Mfap4"
"9490","Ppp1r3e"
"9491","Lingo4"
"9492","Dmgdh"
"9493","Ciita"
"9494","Smc1b"
"9495","Pax8"
"9496","Ttc16"
"9497","Myo7b"
"9498","Tert"
"9499","Casq1"
"9500","Ccr10"
"9501","Prodh2"
"9502","Ano2"
"9503","Mefv"
"9504","Ttc39a"
"9505","Cdsn"
"9506","Tmem174"
"9507","Gm4847"
"9508","Ntn4"
"9509","Eomes"
"9510","Muc15"
"9511","Colec10"
"9512","Bsnd"
"9513","Vmn2r118"
"9514","Afm"
"9515","Necap1"
"9516","Kras"
"9517","Aff4"
"9518","Arfgef1"
"9519","Wdr47"
"9520","Esf1"
"9521","Trim44"
"9522","Cdc42bpa"
"9523","Ypel5"
"9524","Fxr1"
"9525","Grb2"
"9526","Gorasp2"
"9527","Ogfod1"
"9528","Irf2bpl"
"9529","Aamp"
"9530","Fbxo33"
"9531","Fbxl3"
"9532","Med13"
"9533","Rusc2"
"9534","Cd200"
"9535","Gtpbp4"
"9536","Tmed4"
"9537","Elp3"
"9538","Nrbp2"
"9539","Rmdn3"
"9540","Zfp280d"
"9541","Mtmr7"
"9542","Gga3"
"9543","Clmn"
"9544","Ncoa6"
"9545","Cwf19l2"
"9546","Cnot8"
"9547","Doc2b"
"9548","Mast1"
"9549","Kdm4b"
"9550","Foxk2"
"9551","Nubp2"
"9552","Tmem25"
"9553","Zfp664"
"9554","Rpp14"
"9555","Bmp1"
"9556","Slain1"
"9557","Pgs1"
"9558","Tpst2"
"9559","Uck1"
"9560","Sstr3"
"9561","Eml4"
"9562","Nol6"
"9563","Taf2"
"9564","Scarb1"
"9565","Iqgap1"
"9566","Parn"
"9567","Acsl1"
"9568","Glrx3"
"9569","Dhx8"
"9570","Crat"
"9571","Il1rapl1"
"9572","Cdk19"
"9573","Shisa9"
"9574","Mast2"
"9575","Rpgrip1l"
"9576","Ccp110"
"9577","Dok4"
"9578","Pank4"
"9579","Yipf6"
"9580","Sos2"
"9581","Spr"
"9582","Ptgr2"
"9583","Nudcd1"
"9584","Pes1"
"9585","Hcfc2"
"9586","Yod1"
"9587","Slc17a6"
"9588","Atrip"
"9589","Pwwp2b"
"9590","Mrrf"
"9591","Slc35f6"
"9592","Pigt"
"9593","Osgin2"
"9594","Akap10"
"9595","Clic4"
"9596","Zeb1"
"9597","Glce"
"9598","Cic"
"9599","Slc35b2"
"9600","Zbtb41"
"9601","Ing5"
"9602","Fam185a"
"9603","Pcyt1a"
"9604","Ctso"
"9605","Tmem143"
"9606","Ctu1"
"9607","Itpkc"
"9608","Zfp579"
"9609","Slc25a53"
"9610","Uhrf1bp1"
"9611","Zkscan4"
"9612","Ptpn14"
"9613","Suox"
"9614","D2hgdh"
"9615","Klhl3"
"9616","Nfatc2ip"
"9617","Galnt3"
"9618","Pycard"
"9619","Cmtr2"
"9620","Mafb"
"9621","Ccnf"
"9622","Trpc7"
"9623","Spag17"
"9624","Sema3b"
"9625","Ntsr1"
"9626","Ccbe1"
"9627","Stard8"
"9628","Ltbp3"
"9629","Neurog2"
"9630","Nfkbil1"
"9631","Loxl3"
"9632","Gxylt2"
"9633","Atoh8"
"9634","Has1"
"9635","Layn"
"9636","Lrrc2"
"9637","Ssc5d"
"9638","Cd248"
"9639","Ttc25"
"9640","Spin4"
"9641","Itgae"
"9642","Cyb5rl"
"9643","Hck"
"9644","Adam33"
"9645","A4gnt"
"9646","Cenpn"
"9647","Wnt8b"
"9648","Ehf"
"9649","Il12rb2"
"9650","Usp44"
"9651","Snx31"
"9652","Rptn"
"9653","Tfap2d"
"9654","Tmprss11e"
"9655","4921509o07rik"
"9656","Mall"
"9657","Slamf1"
"9658","Zfp804b"
"9659","Plbd1"
"9660","4930442l01rik"
"9661","Psapl1"
"9662","Scnn1g"
"9663","Cnn1"
"9664","Alpi"
"9665","Elf5"
"9666","Upb1"
"9667","Cilp"
"9668","Mycs"
"9669","Bc039771"
"9670","Chst5"
"9671","Pramel6"
"9672","Lrrn2"
"9673","Stxbp5l"
"9674","Ahcyl1"
"9675","Tro"
"9676","Bmpr2"
"9677","Exoc3"
"9678","Caprin1"
"9679","Slc4a10"
"9680","Mapk8ip2"
"9681","Ap3m2"
"9682","Xrn2"
"9683","Camsap1"
"9684","Ubtf"
"9685","Syt5"
"9686","Ehmt1"
"9687","Nsd1"
"9688","Crbn"
"9689","Becn1"
"9690","Klhdc3"
"9691","Trim32"
"9692","Mapk8ip1"
"9693","Insig2"
"9694","Mboat7"
"9695","Brd8"
"9696","Grm1"
"9697","C2cd5"
"9698","Abca3"
"9699","Dgkd"
"9700","Ppm1g"
"9701","Zzef1"
"9702","Clptm1"
"9703","Prmt5"
"9704","Adam15"
"9705","Serp1"
"9706","Nr1d2"
"9707","Kpna4"
"9708","Vps33a"
"9709","Pptc7"
"9710","Nckipsd"
"9711","Fundc2"
"9712","Lta4h"
"9713","Ubac1"
"9714","Abhd13"
"9715","Fam160b1"
"9716","Slc45a1"
"9717","Esrra"
"9718","Rad50"
"9719","Rnf114"
"9720","Prkar2b"
"9721","Clock"
"9722","Plekha6"
"9723","Mogs"
"9724","Kndc1"
"9725","Lingo2"
"9726","Gmppb"
"9727","Kdm5c"
"9728","Slc25a27"
"9729","Tmem136"
"9730","Vars"
"9731","Ttc37"
"9732","Rab3b"
"9733","Ctnnbip1"
"9734","Nr2f6"
"9735","Pex10"
"9736","Stx2"
"9737","Fam161b"
"9738","Ipo7"
"9739","Map3k3"
"9740","Lrrc20"
"9741","Mycl"
"9742","Kif13a"
"9743","Zfp653"
"9744","Plod1"
"9745","Ccdc117"
"9746","Pus1"
"9747","Mis12"
"9748","Zbtb10"
"9749","Bid"
"9750","Zkscan16"
"9751","Txnip"
"9752","Pcdh15"
"9753","Zbtb49"
"9754","Fgfr2"
"9755","Osbpl7"
"9756","Slc25a15"
"9757","Kcnk4"
"9758","Lonrf3"
"9759","Cntn5"
"9760","Mrm1"
"9761","Setdb2"
"9762","Cpxm1"
"9763","Prss35"
"9764","Fam129b"
"9765","Wdr89"
"9766","Khnyn"
"9767","Sik1"
"9768","Trmt44"
"9769","Arid3b"
"9770","Slc25a35"
"9771","Mark4"
"9772","Jag1"
"9773","Klhl36"
"9774","Tmem200c"
"9775","Nkd2"
"9776","Itih3"
"9777","Atp13a4"
"9778","Pln"
"9779","Abca9"
"9780","Mki67"
"9781","Celsr1"
"9782","Myh7b"
"9783","Spag5"
"9784","Elfn1"
"9785","Sgk2"
"9786","Ruvbl2"
"9787","Susd1"
"9788","Tacr2"
"9789","Uaca"
"9790","Nr2e1"
"9791","Prdm16"
"9792","Mroh8"
"9793","Adamts14"
"9794","Xkr8"
"9795","Runx1"
"9796","Dsp"
"9797","Ern1"
"9798","Alox8"
"9799","Tnfsf10"
"9800","Kbtbd13"
"9801","Nkx2-2os"
"9802","Qrfp"
"9803","Fat2"
"9804","Cdk1"
"9805","Tmprss6"
"9806","Msh4"
"9807","Tle6"
"9808","Krt26"
"9809","Mfsd2b"
"9810","Mmp21"
"9811","Kcnh6"
"9812","Il22ra1"
"9813","Gnb3"
"9814","Isl1"
"9815","Tnfsf15"
"9816","Pkd2l1"
"9817","Cdh26"
"9818","Fam46c"
"9819","A4galt"
"9820","Sim2"
"9821","Gm20597"
"9822","Chaf1b"
"9823","Wnt3a"
"9824","Cdca3"
"9825","Fut4"
"9826","Serpina6"
"9827","Ackr4"
"9828","Chat"
"9829","Tekt3"
"9830","Nmur2"
"9831","Hoxb9"
"9832","Dmrt1"
"9833","Trim58"
"9834","Iqgap3"
"9835","Aqp5"
"9836","Hoxd12"
"9837","Adprhl1"
"9838","Hoxd1"
"9839","Aqp1"
"9840","Fmo6"
"9841","Dnm1l"
"9842","Nars"
"9843","Srpk2"
"9844","Klhl2"
"9845","Cdc42se2"
"9846","Epn2"
"9847","Abcf1"
"9848","Nsmf"
"9849","Fam13c"
"9850","Ssr1"
"9851","Ldb2"
"9852","Rtcb"
"9853","Klf13"
"9854","Srsf1"
"9855","Fgfr1op2"
"9856","Slk"
"9857","Agpat1"
"9858","Eea1"
"9859","Tmem183a"
"9860","Fezf2"
"9861","Atp1b2"
"9862","Prkag2"
"9863","Glud1"
"9864","Gak"
"9865","Neurl4"
"9866","Tanc1"
"9867","Ecsit"
"9868","Extl3"
"9869","Hs3st4"
"9870","Mbtps1"
"9871","Spry2"
"9872","Mrpl10"
"9873","Ccnd1"
"9874","Mylip"
"9875","Flrt1"
"9876","Srrm4"
"9877","Anks3"
"9878","Shank3"
"9879","Pxdn"
"9880","Mettl16"
"9881","Acbd3"
"9882","Tsc22d2"
"9883","Tmem248"
"9884","Hook1"
"9885","Phc1"
"9886","Nek1"
"9887","Noc4l"
"9888","Ppfia1"
"9889","Pdcd7"
"9890","Inpp5b"
"9891","Ppp1r15b"
"9892","Gna13"
"9893","Prps2"
"9894","Guf1"
"9895","Uqcc1"
"9896","Atg2a"
"9897","Asb6"
"9898","Pelp1"
"9899","Igf2r"
"9900","Prkaa1"
"9901","Zfhx4"
"9902","Wwp2"
"9903","Narfl"
"9904","Ippk"
"9905","Gpr26"
"9906","Mier2"
"9907","Olfm3"
"9908","Creg1"
"9909","Nup107"
"9910","Prdm15"
"9911","Dnm2"
"9912","Zfp654"
"9913","Nacc1"
"9914","Poc5"
"9915","Pik3r3"
"9916","Mapk11"
"9917","Vkorc1l1"
"9918","Amz1"
"9919","Dnajc16"
"9920","Toe1"
"9921","Itgb3bp"
"9922","Napepld"
"9923","Stk24"
"9924","Lpar1"
"9925","Smpd2"
"9926","Pfkfb3"
"9927","Cln5"
"9928","Usb1"
"9929","Zfp516"
"9930","Them6"
"9931","Irf9"
"9932","Tango6"
"9933","Gab1"
"9934","Dbx2"
"9935","Tprn"
"9936","Mb21d1"
"9937","Calml3"
"9938","Car10"
"9939","Nadsyn1"
"9940","Dclre1b"
"9941","Mansc1"
"9942","Fam20a"
"9943","Fhad1"
"9944","Slco2b1"
"9945","Cgnl1"
"9946","Lgi4"
"9947","Ldoc1"
"9948","Susd2"
"9949","Ccdc81"
"9950","Casp7"
"9951","Gpr183"
"9952","Dusp16"
"9953","Ifrd2"
"9954","Clspn"
"9955","Ltbp1"
"9956","Itpripl2"
"9957","Plekho2"
"9958","Zfp385a"
"9959","Lbp"
"9960","Trim42"
"9961","Plcb3"
"9962","Zfp217"
"9963","Lama3"
"9964","Irak4"
"9965","Fanca"
"9966","Plin5"
"9967","Trim65"
"9968","Zbtb7b"
"9969","Tmprss5"
"9970","Emilin1"
"9971","Vstm4"
"9972","Vwc2"
"9973","Ggta1"
"9974","Ribc2"
"9975","Nsl1"
"9976","Clcn1"
"9977","Bfsp2"
"9978","Olfr78"
"9979","Pnpla1"
"9980","Grhl2"
"9981","Nrap"
"9982","Gjb2"
"9983","Fndc8"
"9984","Prdm12"
"9985","Pax3"
"9986","Pla2g2d"
"9987","Casr"
"9988","Ftcd"
"9989","Mpo"
"9990","Troap"
"9991","Tyrp1"
"9992","Ubqlnl"
"9993","Ptgdr"
"9994","P2ry4"
"9995","Prdm6"
"9996","Pde6b"
"9997","Zp1"
"9998","Dlx4"
"9999","Opn1sw"
"10000","Pramef12"
